chrM	1	0
chrM	2	0
chrM	3	0
chrM	4	0
chrM	5	0
chrM	6	0
chrM	7	0
chrM	8	0
chrM	9	0
chrM	10	0
chrM	11	0
chrM	12	0
chrM	13	0
chrM	14	0
chrM	15	0
chrM	16	0
chrM	17	0
chrM	18	0
chrM	19	0
chrM	20	0
chrM	21	0
chrM	22	0
chrM	23	0
chrM	24	0
chrM	25	0
chrM	26	0
chrM	27	0
chrM	28	0
chrM	29	0
chrM	30	0
chrM	31	0
chrM	32	0
chrM	33	0
chrM	34	0
chrM	35	0
chrM	36	0
chrM	37	0
chrM	38	0
chrM	39	0
chrM	40	0
chrM	41	0
chrM	42	0
chrM	43	0
chrM	44	0
chrM	45	0
chrM	46	0
chrM	47	0
chrM	48	0
chrM	49	0
chrM	50	0
chrM	51	0
chrM	52	0
chrM	53	0
chrM	54	0
chrM	55	0
chrM	56	0
chrM	57	0
chrM	58	0
chrM	59	0
chrM	60	0
chrM	61	0
chrM	62	0
chrM	63	0
chrM	64	0
chrM	65	0
chrM	66	0
chrM	67	0
chrM	68	0
chrM	69	0
chrM	70	0
chrM	71	0
chrM	72	0
chrM	73	0
chrM	74	0
chrM	75	0
chrM	76	0
chrM	77	0
chrM	78	0
chrM	79	0
chrM	80	0
chrM	81	0
chrM	82	0
chrM	83	0
chrM	84	0
chrM	85	0
chrM	86	0
chrM	87	0
chrM	88	0
chrM	89	0
chrM	90	0
chrM	91	0
chrM	92	0
chrM	93	0
chrM	94	0
chrM	95	0
chrM	96	0
chrM	97	0
chrM	98	0
chrM	99	0
chrM	100	0
chrM	101	0
chrM	102	0
chrM	103	0
chrM	104	0
chrM	105	0
chrM	106	0
chrM	107	0
chrM	108	0
chrM	109	0
chrM	110	0
chrM	111	0
chrM	112	0
chrM	113	0
chrM	114	0
chrM	115	0
chrM	116	0
chrM	117	0
chrM	118	0
chrM	119	0
chrM	120	0
chrM	121	0
chrM	122	0
chrM	123	0
chrM	124	0
chrM	125	0
chrM	126	0
chrM	127	0
chrM	128	0
chrM	129	0
chrM	130	0
chrM	131	0
chrM	132	0
chrM	133	0
chrM	134	0
chrM	135	0
chrM	136	0
chrM	137	0
chrM	138	0
chrM	139	0
chrM	140	0
chrM	141	0
chrM	142	0
chrM	143	0
chrM	144	0
chrM	145	0
chrM	146	0
chrM	147	0
chrM	148	0
chrM	149	0
chrM	150	0
chrM	151	0
chrM	152	0
chrM	153	0
chrM	154	0
chrM	155	0
chrM	156	0
chrM	157	0
chrM	158	0
chrM	159	0
chrM	160	0
chrM	161	0
chrM	162	0
chrM	163	0
chrM	164	0
chrM	165	0
chrM	166	0
chrM	167	0
chrM	168	0
chrM	169	0
chrM	170	0
chrM	171	0
chrM	172	0
chrM	173	0
chrM	174	0
chrM	175	0
chrM	176	0
chrM	177	0
chrM	178	0
chrM	179	0
chrM	180	0
chrM	181	0
chrM	182	0
chrM	183	0
chrM	184	0
chrM	185	0
chrM	186	0
chrM	187	0
chrM	188	0
chrM	189	0
chrM	190	0
chrM	191	0
chrM	192	0
chrM	193	0
chrM	194	0
chrM	195	0
chrM	196	0
chrM	197	0
chrM	198	0
chrM	199	0
chrM	200	0
chrM	201	0
chrM	202	0
chrM	203	0
chrM	204	0
chrM	205	0
chrM	206	0
chrM	207	0
chrM	208	0
chrM	209	0
chrM	210	0
chrM	211	0
chrM	212	0
chrM	213	0
chrM	214	0
chrM	215	0
chrM	216	0
chrM	217	0
chrM	218	0
chrM	219	0
chrM	220	0
chrM	221	0
chrM	222	0
chrM	223	0
chrM	224	0
chrM	225	0
chrM	226	0
chrM	227	0
chrM	228	0
chrM	229	0
chrM	230	0
chrM	231	0
chrM	232	0
chrM	233	0
chrM	234	0
chrM	235	0
chrM	236	0
chrM	237	0
chrM	238	0
chrM	239	0
chrM	240	0
chrM	241	0
chrM	242	0
chrM	243	0
chrM	244	0
chrM	245	0
chrM	246	0
chrM	247	0
chrM	248	0
chrM	249	0
chrM	250	0
